model_label,intervention_condition,intervention_label,item,item_label,baseline_item_mean_pt_default,prompted_item_mean,item_mean_change,coefficient_x,coefficient_y,contribution_to_delta_x,contribution_to_delta_y,contribution_vector_magnitude
GPT-5.6 Terra,pt_brazil,3 — Identidade brasileira,a008,Felicidade,2.1,2.0,-0.10000000000000009,-0.6026604230280677,1.108961937748808,0.06026604230280682,-0.1108961937748809,0.12621395187775253
GPT-5.6 Terra,pt_brazil,3 — Identidade brasileira,a165,Confiança interpessoal,2.0,2.0,0.0,-0.912606644650423,0.5363044887181002,-0.0,0.0,0.0
GPT-5.6 Terra,pt_brazil,3 — Identidade brasileira,e018,Respeito pela autoridade,1.8,1.3,-0.5,-0.03539952954959843,0.7299177323841097,0.017699764774799214,-0.36495886619205486,0.36538781545814225
GPT-5.6 Terra,pt_brazil,3 — Identidade brasileira,e025,Assinatura de petição,2.0,2.0,0.0,-0.6002459347888844,0.2531362574427193,-0.0,0.0,0.0
GPT-5.6 Terra,pt_brazil,3 — Identidade brasileira,f063,Importância de Deus,5.5,9.1,3.5999999999999996,-0.10417503238013806,-0.10732057880344081,-0.375030116568497,-0.3863540836923869,0.5384394732178951
GPT-5.6 Terra,pt_brazil,3 — Identidade brasileira,f118,Justificabilidade da homossexualidade,10.0,10.0,0.0,0.16536349562758987,-0.005687731468700653,0.0,-0.0,0.0
GPT-5.6 Terra,pt_brazil,3 — Identidade brasileira,f120,Justificabilidade do aborto,7.0,5.5,-1.5,0.15554448606960905,0.04699685448688797,-0.2333167291044136,-0.07049528173033195,0.24373403706955085
GPT-5.6 Terra,pt_brazil,3 — Identidade brasileira,g006,Orgulho nacional,2.3,2.0,-0.2999999999999998,-0.2043904642429972,1.0805702490998568,0.06131713927289913,-0.3241710747299568,0.32991919807763137
GPT-5.6 Terra,pt_brazil,3 — Identidade brasileira,y002,Prioridades materialistas/pós-materialistas,1.8,1.3,-0.5,0.5153785294028095,-0.20249898959342547,-0.25768926470140474,0.10124949479671273,0.276866786269029
GPT-5.6 Terra,pt_brazil,3 — Identidade brasileira,y003,Qualidades valorizadas nas crianças,1.8,1.4,-0.40000000000000013,0.2412642515605756,0.25898400471100846,-0.09650570062423028,-0.10359360188440342,0.1415803114997203
GPT-5.6 Terra,pt_rs,4 — Identidade gaúcha,a008,Felicidade,2.1,2.0,-0.10000000000000009,-0.6026604230280677,1.108961937748808,0.06026604230280682,-0.1108961937748809,0.12621395187775253
GPT-5.6 Terra,pt_rs,4 — Identidade gaúcha,a165,Confiança interpessoal,2.0,2.0,0.0,-0.912606644650423,0.5363044887181002,-0.0,0.0,0.0
GPT-5.6 Terra,pt_rs,4 — Identidade gaúcha,e018,Respeito pela autoridade,1.8,1.1,-0.7,-0.03539952954959843,0.7299177323841097,0.0247796706847189,-0.5109424126688767,0.5115429416413991
GPT-5.6 Terra,pt_rs,4 — Identidade gaúcha,e025,Assinatura de petição,2.0,1.9,-0.10000000000000009,-0.6002459347888844,0.2531362574427193,0.0600245934788885,-0.02531362574427195,0.06514392888540643
GPT-5.6 Terra,pt_rs,4 — Identidade gaúcha,f063,Importância de Deus,5.5,10.0,4.5,-0.10417503238013806,-0.10732057880344081,-0.46878764571062126,-0.48294260461548366,0.6730493415223688
GPT-5.6 Terra,pt_rs,4 — Identidade gaúcha,f118,Justificabilidade da homossexualidade,10.0,10.0,0.0,0.16536349562758987,-0.005687731468700653,0.0,-0.0,0.0
GPT-5.6 Terra,pt_rs,4 — Identidade gaúcha,f120,Justificabilidade do aborto,7.0,5.4,-1.5999999999999996,0.15554448606960905,0.04699685448688797,-0.24887117771137443,-0.07519496717902074,0.25998297287418753
GPT-5.6 Terra,pt_rs,4 — Identidade gaúcha,g006,Orgulho nacional,2.3,1.7,-0.5999999999999999,-0.2043904642429972,1.0805702490998568,0.1226342785457983,-0.648342149459914,0.6598383961552631
GPT-5.6 Terra,pt_rs,4 — Identidade gaúcha,y002,Prioridades materialistas/pós-materialistas,1.8,1.2,-0.6000000000000001,0.5153785294028095,-0.20249898959342547,-0.30922711764168576,0.1214993937560553,0.3322401435228349
GPT-5.6 Terra,pt_rs,4 — Identidade gaúcha,y003,Qualidades valorizadas nas crianças,1.8,1.8,0.0,0.2412642515605756,0.25898400471100846,0.0,0.0,0.0
Gemini 3.5 Flash,pt_brazil,3 — Identidade brasileira,a008,Felicidade,2.0,2.0,0.0,-0.6026604230280677,1.108961937748808,-0.0,0.0,0.0
Gemini 3.5 Flash,pt_brazil,3 — Identidade brasileira,a165,Confiança interpessoal,2.0,2.0,0.0,-0.912606644650423,0.5363044887181002,-0.0,0.0,0.0
Gemini 3.5 Flash,pt_brazil,3 — Identidade brasileira,e018,Respeito pela autoridade,1.9,1.3333333333333333,-0.5666666666666667,-0.03539952954959843,0.7299177323841097,0.020059733411439108,-0.41362004835099553,0.41410619085256123
Gemini 3.5 Flash,pt_brazil,3 — Identidade brasileira,e025,Assinatura de petição,1.1,1.0,-0.10000000000000009,-0.6002459347888844,0.2531362574427193,0.0600245934788885,-0.02531362574427195,0.06514392888540643
Gemini 3.5 Flash,pt_brazil,3 — Identidade brasileira,f063,Importância de Deus,8.1,9.9,1.8000000000000007,-0.10417503238013806,-0.10732057880344081,-0.18751505828424858,-0.19317704184619355,0.26921973660894766
Gemini 3.5 Flash,pt_brazil,3 — Identidade brasileira,f118,Justificabilidade da homossexualidade,10.0,10.0,0.0,0.16536349562758987,-0.005687731468700653,0.0,-0.0,0.0
Gemini 3.5 Flash,pt_brazil,3 — Identidade brasileira,f120,Justificabilidade do aborto,5.0,5.0,0.0,0.15554448606960905,0.04699685448688797,0.0,0.0,0.0
Gemini 3.5 Flash,pt_brazil,3 — Identidade brasileira,g006,Orgulho nacional,1.5,1.4,-0.10000000000000009,-0.2043904642429972,1.0805702490998568,0.020439046424299737,-0.10805702490998577,0.10997306602587728
Gemini 3.5 Flash,pt_brazil,3 — Identidade brasileira,y002,Prioridades materialistas/pós-materialistas,1.6,1.0,-0.6000000000000001,0.5153785294028095,-0.20249898959342547,-0.30922711764168576,0.1214993937560553,0.3322401435228349
Gemini 3.5 Flash,pt_brazil,3 — Identidade brasileira,y003,Qualidades valorizadas nas crianças,1.9,1.4,-0.5,0.2412642515605756,0.25898400471100846,-0.1206321257802878,-0.12949200235550423,0.17697538937465032
Gemini 3.5 Flash,pt_rs,4 — Identidade gaúcha,a008,Felicidade,2.0,2.0,0.0,-0.6026604230280677,1.108961937748808,-0.0,0.0,0.0
Gemini 3.5 Flash,pt_rs,4 — Identidade gaúcha,a165,Confiança interpessoal,2.0,2.0,0.0,-0.912606644650423,0.5363044887181002,-0.0,0.0,0.0
Gemini 3.5 Flash,pt_rs,4 — Identidade gaúcha,e018,Respeito pela autoridade,1.9,1.2,-0.7,-0.03539952954959843,0.7299177323841097,0.0247796706847189,-0.5109424126688767,0.5115429416413991
Gemini 3.5 Flash,pt_rs,4 — Identidade gaúcha,e025,Assinatura de petição,1.1,1.0,-0.10000000000000009,-0.6002459347888844,0.2531362574427193,0.0600245934788885,-0.02531362574427195,0.06514392888540643
Gemini 3.5 Flash,pt_rs,4 — Identidade gaúcha,f063,Importância de Deus,8.1,9.9,1.8000000000000007,-0.10417503238013806,-0.10732057880344081,-0.18751505828424858,-0.19317704184619355,0.26921973660894766
Gemini 3.5 Flash,pt_rs,4 — Identidade gaúcha,f118,Justificabilidade da homossexualidade,10.0,9.8,-0.1999999999999993,0.16536349562758987,-0.005687731468700653,-0.03307269912551786,0.0011375462937401265,0.03309225648119861
Gemini 3.5 Flash,pt_rs,4 — Identidade gaúcha,f120,Justificabilidade do aborto,5.0,5.0,0.0,0.15554448606960905,0.04699685448688797,0.0,0.0,0.0
Gemini 3.5 Flash,pt_rs,4 — Identidade gaúcha,g006,Orgulho nacional,1.5,1.4,-0.10000000000000009,-0.2043904642429972,1.0805702490998568,0.020439046424299737,-0.10805702490998577,0.10997306602587728
Gemini 3.5 Flash,pt_rs,4 — Identidade gaúcha,y002,Prioridades materialistas/pós-materialistas,1.6,1.0,-0.6000000000000001,0.5153785294028095,-0.20249898959342547,-0.30922711764168576,0.1214993937560553,0.3322401435228349
Gemini 3.5 Flash,pt_rs,4 — Identidade gaúcha,y003,Qualidades valorizadas nas crianças,1.9,1.0,-0.8999999999999999,0.2412642515605756,0.25898400471100846,-0.217137826404518,-0.2330856042399076,0.3185557008743705
Grok 4.5,pt_brazil,3 — Identidade brasileira,a008,Felicidade,1.9,2.0,0.10000000000000009,-0.6026604230280677,1.108961937748808,-0.06026604230280682,0.1108961937748809,0.12621395187775253
Grok 4.5,pt_brazil,3 — Identidade brasileira,a165,Confiança interpessoal,1.8,2.0,0.19999999999999996,-0.912606644650423,0.5363044887181002,-0.18252132893008455,0.10726089774362002,0.21170483154423148
Grok 4.5,pt_brazil,3 — Identidade brasileira,e018,Respeito pela autoridade,1.2,1.2,0.0,-0.03539952954959843,0.7299177323841097,-0.0,0.0,0.0
Grok 4.5,pt_brazil,3 — Identidade brasileira,e025,Assinatura de petição,1.7,1.7,0.0,-0.6002459347888844,0.2531362574427193,-0.0,0.0,0.0
Grok 4.5,pt_brazil,3 — Identidade brasileira,f063,Importância de Deus,5.0,10.0,5.0,-0.10417503238013806,-0.10732057880344081,-0.5208751619006903,-0.5366028940172041,0.747832601691521
Grok 4.5,pt_brazil,3 — Identidade brasileira,f118,Justificabilidade da homossexualidade,10.0,8.1,-1.9000000000000004,0.16536349562758987,-0.005687731468700653,-0.31419064169242084,0.010806689790531242,0.31437643657138803
Grok 4.5,pt_brazil,3 — Identidade brasileira,f120,Justificabilidade do aborto,5.2,2.8,-2.4000000000000004,0.15554448606960905,0.04699685448688797,-0.3733067665670618,-0.11279245076853114,0.38997445931128144
Grok 4.5,pt_brazil,3 — Identidade brasileira,g006,Orgulho nacional,1.9,1.0,-0.8999999999999999,-0.2043904642429972,1.0805702490998568,0.18395141781869745,-0.972513224189871,0.9897575942328946
Grok 4.5,pt_brazil,3 — Identidade brasileira,y002,Prioridades materialistas/pós-materialistas,1.7,1.0,-0.7,0.5153785294028095,-0.20249898959342547,-0.3607649705819666,0.14174929271539782,0.3876135007766406
Grok 4.5,pt_brazil,3 — Identidade brasileira,y003,Qualidades valorizadas nas crianças,1.4,0.0,-1.4,0.2412642515605756,0.25898400471100846,-0.3377699521848058,-0.3625776065954118,0.49553109024902087
Grok 4.5,pt_rs,4 — Identidade gaúcha,a008,Felicidade,1.9,2.0,0.10000000000000009,-0.6026604230280677,1.108961937748808,-0.06026604230280682,0.1108961937748809,0.12621395187775253
Grok 4.5,pt_rs,4 — Identidade gaúcha,a165,Confiança interpessoal,1.8,2.0,0.19999999999999996,-0.912606644650423,0.5363044887181002,-0.18252132893008455,0.10726089774362002,0.21170483154423148
Grok 4.5,pt_rs,4 — Identidade gaúcha,e018,Respeito pela autoridade,1.2,1.0,-0.19999999999999996,-0.03539952954959843,0.7299177323841097,0.007079905909919684,-0.1459835464768219,0.14615512618325688
Grok 4.5,pt_rs,4 — Identidade gaúcha,e025,Assinatura de petição,1.7,1.7,0.0,-0.6002459347888844,0.2531362574427193,-0.0,0.0,0.0
Grok 4.5,pt_rs,4 — Identidade gaúcha,f063,Importância de Deus,5.0,9.2,4.199999999999999,-0.10417503238013806,-0.10732057880344081,-0.4375351359965798,-0.45074643097445133,0.6281793854208775
Grok 4.5,pt_rs,4 — Identidade gaúcha,f118,Justificabilidade da homossexualidade,10.0,7.3,-2.7,0.16536349562758987,-0.005687731468700653,-0.44648143819449265,0.015356874965491762,0.44674546249618285
Grok 4.5,pt_rs,4 — Identidade gaúcha,f120,Justificabilidade do aborto,5.2,2.6,-2.6,0.15554448606960905,0.04699685448688797,-0.40441566378098354,-0.12219182166590874,0.4224723309205548
Grok 4.5,pt_rs,4 — Identidade gaúcha,g006,Orgulho nacional,1.9,1.1,-0.7999999999999998,-0.2043904642429972,1.0805702490998568,0.16351237139439773,-0.8644561992798853,0.8797845282070174
Grok 4.5,pt_rs,4 — Identidade gaúcha,y002,Prioridades materialistas/pós-materialistas,1.7,1.0,-0.7,0.5153785294028095,-0.20249898959342547,-0.3607649705819666,0.14174929271539782,0.3876135007766406
Grok 4.5,pt_rs,4 — Identidade gaúcha,y003,Qualidades valorizadas nas crianças,1.4,1.6,0.20000000000000018,0.2412642515605756,0.25898400471100846,0.04825285031211516,0.05179680094220174,0.07079015574986018
